iter	Passed	Remaining
1482	1074722	1099362
1483	1075438	1098628
1484	1076157	1097898
1485	1076877	1097168
1486	1077603	1096445
1487	1078323	1095716
1488	1079018	1094960
1489	1079727	1094220
1490	1080452	1093496
1491	1081163	1092757
1492	1081868	1092013
1493	1082588	1091283
1494	1083304	1090551
1495	1084024	1089821
1496	1084733	1089080
1497	1085461	1088360
1498	1086197	1087647
1499	1086921	1086921
1500	1087663	1086214
1501	1088382	1085484
1502	1089100	1084753
1503	1089814	1084017
1504	1090546	1083299
1505	1091262	1082567
1506	1091976	1081832
1507	1092705	1081111
1508	1093418	1080375
1509	1094165	1079672
1510	1094872	1078931
1511	1095615	1078224
1512	1096327	1077487
1513	1097033	1076744
1514	1097760	1076023
1515	1098487	1075300
1516	1099234	1074597
1517	1099931	1073845
1518	1100664	1073130
1519	1101389	1072405
1520	1102107	1071674
1521	1102790	1070910
1522	1103497	1070168
1523	1104246	1069466
1524	1104952	1068724
1525	1105681	1068004
1526	1106420	1067293
1527	1107140	1066564
1528	1107839	1065815
1529	1108567	1065093
1530	1109282	1064360
1531	1110182	1063804
1532	1111015	1063183
1533	1111793	1062509
1534	1112678	1061937
1535	1113538	1061341
1536	1114300	1060651
1537	1115078	1059977
1538	1115837	1059284
1539	1116742	1058730
1540	1117648	1058175
1541	1118450	1057523
1542	1119178	1056800
1543	1119895	1056067
1544	1120652	1055371
1545	1121378	1054647
1546	1122093	1053911
1547	1122849	1053215
1548	1123611	1052524
1549	1124343	1051804
1550	1125055	1051067
1551	1125784	1050345
1552	1126550	1049657
1553	1127285	1048941
1554	1128006	1048211
1555	1128690	1047448
1556	1129441	1046746
1557	1130158	1046013
1558	1130873	1045278
1559	1131605	1044558
1560	1132324	1043828
1561	1133043	1043096
1562	1133850	1042446
1563	1134627	1041767
1564	1135374	1041062
1565	1136106	1040343
1566	1136822	1039608
1567	1137548	1038883
1568	1138258	1038144
1569	1138951	1037389
1570	1139673	1036659
1571	1140374	1035912
1572	1141153	1035235
1573	1141883	1034514
1574	1142601	1033782
1575	1143378	1033102
1576	1144157	1032425
1577	1144970	1031779
1578	1145713	1031069
1579	1146607	1030495
1580	1147402	1029831
1581	1148174	1029147
1582	1148930	1028449
1583	1149653	1027720
1584	1150388	1027002
1585	1151107	1026271
1586	1151806	1025521
1587	1152532	1024796
1588	1153236	1024051
1589	1153969	1023331
1590	1154702	1022611
1591	1155640	1022073
1592	1156813	1021743
1593	1157988	1021412
1594	1159030	1020964
1595	1160088	1020529
1596	1161254	1020188
1597	1162365	1019797
1598	1163529	1019452
1599	1164520	1018955
1600	1165554	1018495
1601	1166587	1018033
1602	1167546	1017506
1603	1168482	1016958
1604	1169361	1016360
1605	1170455	1015949
1606	1171339	1015355
1607	1172112	1014664
1608	1172880	1013969
1609	1173715	1013332
1610	1174521	1012669
1611	1175285	1011970
1612	1176102	1011317
1613	1176921	1010665
1614	1177705	1009982
1615	1178480	1009292
1616	1179258	1008604
1617	1179991	1007878
1618	1180723	1007152
1619	1181474	1006441
1620	1182242	1005744
1621	1183046	1005078
1622	1183830	1004396
1623	1184584	1003687
1624	1185353	1002991
1625	1186109	1002284
1626	1186880	1001590
1627	1187610	1000860
1628	1188331	1000124
1629	1189062	999396
1630	1189795	998669
1631	1190580	997986
1632	1191327	997271
1633	1192071	996554
1634	1192919	995923
1635	1193773	995297
1636	1194611	994658
1637	1195396	993974
1638	1196124	993242
1639	1196906	992556
1640	1197608	991803
1641	1198322	991060
1642	1199073	990348
1643	1199808	989623
1644	1200497	988859
1645	1201255	988153
1646	1202008	987442
1647	1202747	986720
1648	1203484	985996
1649	1204249	985295
1650	1204975	984562
1651	1205712	983838
1652	1206408	983080
1653	1207105	982324
1654	1207828	981588
1655	1208538	980843
1656	1209287	980128
1657	1210007	979391
1658	1210738	978662
1659	1211443	977912
1660	1212146	977160
1661	1212879	976433
1662	1213569	975671
1663	1214310	974951
1664	1215075	974249
1665	1215776	973496
1666	1216504	972765
1667	1217221	972025
1668	1217928	971278
1669	1218621	970519
1670	1219345	969784
1671	1220077	969056
1672	1220777	968303
1673	1221514	967579
1674	1222263	966864
1675	1223014	966152
1676	1223762	965437
1677	1224543	964747
1678	1225380	964102
1679	1226155	963408
1680	1226873	962668
1681	1227586	961925
1682	1228291	961176
1683	1229027	960451
1684	1229756	959721
1685	1230460	958971
1686	1231181	958233
1687	1231925	957515
1688	1232657	956787
1689	1233382	956054
1690	1234099	955314
1691	1234944	954673
1692	1235716	953976
1693	1236690	953434
1694	1237529	952788
1695	1238282	952075
1696	1239005	951339
1697	1239721	950598
1698	1240468	949881
1699	1241172	949131
1700	1241901	948400
1701	1242749	947760
1702	1243526	947066
1703	1244296	946366
1704	1245090	945684
1705	1245940	945044
1706	1246724	944355
1707	1247475	943640
1708	1248176	942887
1709	1248879	942137
1710	1249643	941432
1711	1250351	940684
1712	1251051	939931
1713	1251755	939181
1714	1252469	938439
1715	1253176	937691
1716	1253999	937030
1717	1255047	936537
1718	1256029	935994
1719	1257154	935556
1720	1258380	935194
1721	1259377	934660
1722	1260271	934049
1723	1261200	933463
1724	1262090	932849
1725	1262898	932174
1726	1263758	931537
1727	1264561	930857
1728	1265373	930185
1729	1266228	929543
1730	1267038	928869
1731	1267853	928197
1732	1268691	927543
1733	1269513	926876
1734	1270268	926161
1735	1271062	925474
1736	1271835	924771
1737	1272613	924072
1738	1273389	923371
1739	1274162	922669
1740	1274912	921950
1741	1275697	921255
1742	1276483	920562
1743	1277286	919880
1744	1278039	919162
1745	1278754	918418
1746	1279482	917682
1747	1280209	916946
1748	1280941	916213
1749	1281670	915479
1750	1282381	914730
1751	1283116	914000
1752	1283826	913252
1753	1284532	912501
1754	1285292	911788
1755	1285998	911037
1756	1286710	910290
1757	1287430	909549
1758	1288157	908813
1759	1288862	908062
1760	1289583	907321
1761	1290382	906636
1762	1291095	905890
1763	1291828	905158
1764	1292541	904412
1765	1293268	903676
1766	1293985	902933
1767	1294731	902211
1768	1295460	901476
1769	1296169	900727
1770	1296892	899989
1771	1297582	899227
1772	1298293	898480
1773	1299031	897752
1774	1299731	896997
1775	1300456	896260
1776	1301165	895512
1777	1301892	894776
1778	1302601	894028
1779	1303324	893289
1780	1304037	892544
1781	1304756	891803
1782	1305476	891062
1783	1306215	890335
1784	1306933	889593
1785	1307641	888844
1786	1308364	888106
1787	1309069	887355
1788	1309780	886609
1789	1310494	885865
1790	1311195	885112
1791	1311906	884365
1792	1312618	883619
1793	1313362	882895
1794	1314067	882145
1795	1314769	881393
1796	1315602	880728
1797	1316404	880043
1798	1317188	879345
1799	1317944	878629
1800	1318699	877912
1801	1319424	877175
1802	1320141	876433
1803	1320852	875686
1804	1321568	874944
1805	1322275	874195
1806	1323054	873493
1807	1323761	872745
1808	1324471	871998
1809	1325187	871256
1810	1325904	870513
1811	1326616	869768
1812	1327321	869018
1813	1328043	868279
1814	1328744	867527
1815	1329458	866783
1816	1330177	866042
1817	1330922	865319
1818	1331626	864569
1819	1332346	863829
1820	1333052	863080
1821	1333783	862347
1822	1334507	861610
1823	1335213	860861
1824	1335939	860125
1825	1336725	859428
1826	1337456	858695
1827	1338184	857960
1828	1338903	857220
1829	1339622	856480
1830	1340353	855747
1831	1341075	855009
1832	1341855	854307
1833	1342595	853580
1834	1343392	852889
1835	1344269	852249
1836	1345137	851603
1837	1345943	850917
1838	1346789	850256
1839	1347571	849555
1840	1348302	848822
1841	1349068	848111
1842	1349839	847403
1843	1350653	846721
1844	1351512	846069
1845	1352256	845343
1846	1353106	844684
1847	1353951	844021
1848	1354777	843347
1849	1355743	842759
1850	1356685	842156
1851	1357863	841699
1852	1358898	841152
1853	1359822	840537
1854	1360696	839891
1855	1361621	839275
1856	1362509	838636
1857	1363261	837914
1858	1364110	837251
1859	1365013	836620
1860	1365874	835965
1861	1366806	835352
1862	1367708	834720
1863	1368524	834036
1864	1369434	833409
1865	1370337	832777
1866	1371243	832147
1867	1372120	831499
1868	1372909	830797
1869	1373665	830075
1870	1374448	829370
1871	1375220	828658
1872	1375992	827946
1873	1376897	827314
1874	1377877	826726
1875	1378784	826094
1876	1379611	825414
1877	1380362	824689
1878	1381134	823976
1879	1381856	823233
1880	1382604	822506
1881	1383324	821762
1882	1384041	821016
1883	1384764	820274
1884	1385481	819529
1885	1386191	818779
1886	1386920	818040
1887	1387703	817334
1888	1388468	816616
1889	1389194	815875
1890	1389960	815159
1891	1390804	814488
1892	1391558	813764
1893	1392322	813045
1894	1393193	812389
1895	1394027	811712
1896	1394899	811056
1897	1395725	810373
1898	1396534	809680
1899	1397303	808965
1900	1398040	808230
1901	1398775	807494
1902	1399506	806757
1903	1400245	806023
1904	1400962	805277
1905	1401697	804541
1906	1402423	803801
1907	1403150	803061
1908	1403867	802314
1909	1404595	801575
1910	1405298	800821
1911	1406031	800084
1912	1406737	799332
1913	1407477	798599
1914	1408239	797879
1915	1408963	797137
1916	1409710	796409
1917	1410468	795686
1918	1411196	794946
1919	1411965	794230
1920	1412705	793498
1921	1413449	792767
1922	1414176	792027
1923	1414923	791298
1924	1415654	790560
1925	1416463	789866
1926	1417241	789154
1927	1418094	788483
1928	1418871	787771
1929	1419601	787032
1930	1420291	786272
1931	1421008	785526
1932	1421729	784783
1933	1422451	784039
1934	1423173	783297
1935	1423920	782568
1936	1424661	781835
1937	1425370	781085
1938	1426141	780369
1939	1426819	779602
1940	1427603	778893
1941	1428334	778155
1942	1429065	777417
1943	1429815	776690
1944	1430530	775943
1945	1431257	775203
1946	1431986	774464
1947	1432718	773726
1948	1433430	772978
1949	1434145	772232
1950	1434846	771478
1951	1435571	770737
1952	1436277	769986
1953	1436989	769238
1954	1437687	768482
1955	1438407	767739
1956	1439147	767005
1957	1439851	766254
1958	1440566	765507
1959	1441266	764753
1960	1441987	764010
1961	1442697	763261
1962	1443405	762512
1963	1444125	761768
1964	1444832	761018
1965	1445534	760266
1966	1446253	759521
1967	1447002	758793
1968	1447717	758048
1969	1448422	757297
1970	1449138	756551
1971	1449868	755813
1972	1450550	755050
1973	1451273	754309
1974	1451991	753565
1975	1452717	752825
1976	1453449	752088
1977	1454163	751342
1978	1454928	750622
1979	1455667	749889
1980	1456385	749145
1981	1457091	748395
1982	1457820	747656
1983	1458558	746922
1984	1459258	746170
1985	1459974	745425
1986	1460675	744672
1987	1461393	743928
1988	1462103	743180
1989	1462858	742455
1990	1463583	741715
1991	1464274	740958
1992	1464986	740211
1993	1465726	739479
1994	1466457	738741
1995	1467157	737988
1996	1467869	737242
1997	1468606	736508
1998	1469328	735766
1999	1470074	735037
2000	1470797	734296
2001	1471510	733550
2002	1472218	732801
2003	1472972	732076
2004	1473674	731324
2005	1474400	730585
2006	1475148	729856
2007	1475833	729096
2008	1476555	728355
2009	1477285	727618
2010	1478030	726888
2011	1478746	726144
2012	1479466	725401
2013	1480163	724648
2014	1480866	723897
2015	1481562	723143
2016	1482279	722399
2017	1482990	721653
2018	1483700	720906
2019	1484437	720172
2020	1485129	719417
2021	1485864	718682
2022	1486609	717952
2023	1487333	717212
2024	1488054	716470
2025	1488726	715705
2026	1489469	714974
2027	1490182	714229
2028	1490963	713516
2029	1491675	712771
2030	1492392	712027
2031	1493091	711275
2032	1493809	710533
2033	1494518	709786
2034	1495232	709041
2035	1495952	708299
2036	1496638	707541
2037	1497350	706796
2038	1498054	706047
2039	1498757	705297
2040	1499470	704552
2041	1500168	703800
2042	1500913	703070
2043	1501681	702351
2044	1502462	701638
2045	1503219	700914
2046	1503940	700173
2047	1504667	699435
2048	1505406	698702
2049	1506146	697970
2050	1506867	697229
2051	1507605	696496
2052	1508347	695764
2053	1509084	695031
2054	1509830	694301
2055	1510583	693575
2056	1511311	692837
2057	1512060	692109
2058	1512804	691378
2059	1513526	690638
2060	1514256	689901
2061	1514967	689156
2062	1515680	688411
2063	1516408	687673
2064	1517185	686957
2065	1517942	686233
2066	1518709	685513
2067	1519473	684791
2068	1520212	684058
2069	1520949	683325
2070	1521674	682585
2071	1522396	681845
2072	1523130	681110
2073	1523843	680366
2074	1524554	679620
2075	1525262	678874
2076	1526021	678150
2077	1526742	677409
2078	1527474	676673
2079	1528210	675939
2080	1529017	675236
2081	1529747	674499
2082	1530539	673789
2083	1531289	673062
2084	1532017	672324
2085	1532769	671596
2086	1533556	670884
2087	1534284	670147
2088	1535017	669411
2089	1535768	668683
2090	1536503	667949
2091	1537218	667205
2092	1537969	666477
2093	1538690	665737
2094	1539427	665003
2095	1540163	664269
2096	1540859	663517
2097	1541565	662770
2098	1542268	662021
2099	1542981	661277
2100	1543720	660544
2101	1544486	659823
2102	1545223	659089
2103	1545982	658365
2104	1546732	657636
2105	1547458	656898
2106	1548193	656163
2107	1548900	655416
2108	1549646	654686
2109	1550394	653957
2110	1551105	653213
2111	1551841	652478
2112	1552583	651747
2113	1553356	651028
2114	1554128	650308
2115	1554863	649574
2116	1555624	648850
2117	1556383	648125
2118	1557126	647394
2119	1557843	646652
2120	1558585	645920
2121	1559309	645180
2122	1560025	644438
2123	1560785	643713
2124	1561511	642975
2125	1562271	642250
2126	1563035	641528
2127	1563767	640791
2128	1564477	640046
2129	1565195	639305
2130	1565932	638571
2131	1566638	637824
2132	1567391	637097
2133	1568154	636373
2134	1568915	635649
2135	1569657	634917
2136	1570391	634182
2137	1571135	633451
2138	1571895	632726
2139	1572649	631999
2140	1573388	631265
2141	1574085	630515
2142	1574806	629775
2143	1575587	629059
2144	1576331	628328
2145	1577070	627594
2146	1577786	626852
2147	1578525	626119
2148	1579293	625397
2149	1580035	624665
2150	1581056	624043
2151	1581946	623369
2152	1582736	622655
2153	1583509	621935
2154	1584324	621231
2155	1585105	620514
2156	1585903	619803
2157	1586770	619119
2158	1587537	618396
2159	1588298	617671
2160	1589076	616952
2161	1590026	616300
2162	1590877	615610
2163	1591669	614896
2164	1592497	614196
2165	1594458	613932
2166	1595806	613431
2167	1597017	612877
2168	1598260	612335
2169	1599178	611667
2170	1600925	611316
2171	1602169	610771
2172	1603119	610114
2173	1604379	609575
2174	1606028	609183
2175	1606909	608498
2176	1607758	607802
2177	1608888	607211
2178	1609912	606580
2179	1610762	605882
2180	1611581	605174
2181	1612332	604439
2182	1613109	603715
2183	1613835	602971
2184	1614596	602240
2185	1615308	601491
2186	1616029	600746
2187	1616739	599996
2188	1617487	599260
2189	1618220	598520
2190	1619004	597797
2191	1619969	597141
2192	1620845	596453
2193	1621620	595727
2194	1622457	595024
2195	1623226	594296
2196	1624005	593571
2197	1624794	592850
2198	1625594	592133
2199	1626398	591417
2200	1627250	590719
2201	1628167	590044
2202	1629204	589412
2203	1630429	588848
2204	1631676	588291
2205	1632734	587665
2206	1633795	587041
2207	1634699	586359
2208	1635590	585673
2209	1636527	585003
2210	1637382	584303
2211	1638246	583606
2212	1639066	582894
2213	1639828	582161
2214	1640560	581417
2215	1641365	580699
2216	1642128	579966
2217	1642869	579226
2218	1643627	578491
2219	1644913	577942
2220	1645667	577206
2221	1646394	576460
2222	1647139	575720
2223	1647873	574977
2224	1648596	574230
2225	1649321	573483
2226	1650053	572739
2227	1650769	571990
2228	1651500	571245
2229	1652188	570486
2230	1652892	569732
2231	1653620	568987
2232	1654319	568232
2233	1655053	567489
2234	1655800	566750
2235	1656504	565997
2236	1657221	565247
2237	1657920	564493
2238	1658636	563743
2239	1659449	563027
2240	1660524	562399
2241	1661336	561682
2242	1662119	560956
2243	1662922	560235
2244	1663679	559500
2245	1664430	558762
2246	1665166	558019
2247	1665894	557274
2248	1666676	556547
2249	1667386	555795
2250	1668128	555054
2251	1668894	554322
2252	1669670	553592
2253	1670531	552891
2254	1671271	552149
2255	1672157	551456
2256	1672941	550729
2257	1673683	549987
2258	1674395	549237
2259	1675104	548485
2260	1675813	547733
2261	1676566	546996
2262	1677286	546248
2263	1678079	545524
2264	1678944	544822
2265	1679727	544095
2266	1680454	543349
2267	1681189	542606
2268	1681968	541876
2269	1682713	541137
2270	1683503	540411
2271	1684285	539683
2272	1685016	538938
2273	1685710	538182
2274	1686426	537432
2275	1687140	536682
2276	1687899	535946
2277	1688707	535226
2278	1689723	534572
2279	1690634	533884
2280	1691365	533139
2281	1692094	532394
2282	1692804	531643
2283	1693531	530896
2284	1694264	530152
2285	1694985	529404
2286	1695734	528665
2287	1696468	527922
2288	1697224	527185
2289	1697958	526441
2290	1698711	525703
2291	1699421	524952
2292	1700153	524207
2293	1700922	523474
2294	1701685	522739
2295	1702410	521993
2296	1703223	521273
2297	1704024	520550
2298	1704829	519828
2299	1705599	519095
2300	1706462	518390
2301	1707223	517655
2302	1707964	516913
2303	1708723	516176
2304	1709490	515442
2305	1710248	514706
2306	1711017	513972
2307	1711764	513232
2308	1712508	512491
2309	1713306	511766
2310	1714057	511027
2311	1714780	510280
2312	1715532	509542
2313	1716313	508812
2314	1717073	508075
2315	1717842	507342
2316	1718602	506605
2317	1719373	505872
2318	1720131	505135
2319	1720884	504397
2320	1721628	503656
2321	1722379	502916
2322	1723145	502182
2323	1723890	501441
2324	1724640	500701
2325	1725366	499955
2326	1726150	499226
2327	1726905	498488
2328	1727670	497752
2329	1728445	497020
2330	1729176	496276
2331	1729923	495535
2332	1730670	494795
2333	1731407	494051
2334	1732181	493319
2335	1732920	492576
2336	1733675	491838
2337	1734426	491099
2338	1735155	490354
2339	1735900	489613
2340	1736633	488868
2341	1737362	488123
2342	1738113	487383
2343	1738869	486646
2344	1739642	485912
2345	1740420	485181
2346	1741123	484428
2347	1741826	483675
2348	1742555	482930
2349	1743271	482181
2350	1743986	481432
2351	1744679	480676
2352	1745389	479926
2353	1746117	479181
2354	1746823	478429
2355	1747554	477684
2356	1748277	476937
2357	1748992	476188
2358	1749697	475436
2359	1750425	474691
2360	1751138	473942
2361	1751835	473188
2362	1752562	472442
2363	1753286	471696
2364	1753997	470946
2365	1754731	470202
2366	1755439	469452
2367	1756137	468698
2368	1756839	467946
2369	1757551	467197
2370	1758264	466447
2371	1758962	465694
2372	1759693	464950
2373	1760386	464196
2374	1761119	463452
2375	1761833	462703
2376	1762562	461958
2377	1763264	461207
2378	1763984	460459
2379	1764811	459740
2380	1765508	458987
2381	1766329	458266
2382	1767072	457525
2383	1767787	456777
2384	1768515	456032
2385	1769255	455290
2386	1770033	454558
2387	1770760	453812
2388	1771513	453074
2389	1772236	452328
2390	1772974	451585
2391	1773697	450839
2392	1774406	450089
2393	1775107	449337
2394	1775832	448592
2395	1776555	447846
2396	1777299	447105
2397	1778046	446365
2398	1778742	445612
2399	1779451	444862
2400	1780167	444115
2401	1780890	443369
2402	1781605	442621
2403	1782302	441868
2404	1783026	441123
2405	1783747	440376
2406	1784547	439649
2407	1785288	438908
2408	1786060	438174
2409	1786771	437425
2410	1787500	436681
2411	1788232	435937
2412	1788937	435187
2413	1789635	434435
2414	1790324	433681
2415	1791061	432938
2416	1791778	432191
2417	1792524	431451
2418	1793210	430696
2419	1793931	429950
2420	1794641	429201
2421	1795355	428454
2422	1796101	427713
2423	1796815	426966
2424	1797519	426216
2425	1798205	425461
2426	1798967	424725
2427	1799728	423988
2428	1800465	423246
2429	1801211	422506
2430	1801937	421761
2431	1802658	421015
2432	1803379	420269
2433	1804077	419518
2434	1804775	418767
2435	1805461	418013
2436	1806162	417262
2437	1806883	416517
2438	1807587	415767
2439	1808305	415020
2440	1809024	414274
2441	1809753	413530
2442	1810474	412785
2443	1811199	412040
2444	1811917	411294
2445	1812626	410545
2446	1813321	409794
2447	1814043	409048
2448	1814751	408300
2449	1815460	407552
2450	1816176	406805
2451	1816875	406055
2452	1817583	405307
2453	1818269	404553
2454	1818976	403805
2455	1819686	403057
2456	1820398	402310
2457	1821118	401564
2458	1821851	400822
2459	1822566	400075
2460	1823277	399328
2461	1824000	398583
2462	1824732	397840
2463	1825466	397098
2464	1826185	396352
2465	1826908	395607
2466	1827612	394859
2467	1828314	394109
2468	1829047	393367
2469	1829763	392621
2470	1830493	391878
2471	1831192	391128
2472	1831917	390384
2473	1832640	389639
2474	1833330	388888
2475	1834058	388144
2476	1834767	387397
2477	1835475	386649
2478	1836216	385909
2479	1836925	385161
2480	1837643	384416
2481	1838344	383667
2482	1839090	382927
2483	1839803	382181
2484	1840480	381427
2485	1841232	380689
2486	1841947	379943
2487	1842663	379197
2488	1843391	378454
2489	1844130	377713
2490	1844829	376964
2491	1845535	376216
2492	1846261	375473
2493	1846990	374730
2494	1847698	373983
2495	1848423	373239
2496	1849137	372493
2497	1849857	371748
2498	1850550	370998
2499	1851250	370250
2500	1851959	369503
2501	1852663	368755
2502	1853402	368014
2503	1854101	367266
2504	1854832	366523
2505	1855617	365792
2506	1856401	365060
2507	1857164	364324
2508	1857921	363586
2509	1858682	362850
2510	1859422	362109
2511	1860192	361374
2512	1860921	360632
2513	1861631	359885
2514	1862388	359148
2515	1863131	358408
2516	1863895	357672
2517	1864636	356932
2518	1865402	356196
2519	1866137	355454
2520	1866866	354712
2521	1867623	353974
2522	1868352	353232
2523	1869117	352495
2524	1869842	351752
2525	1870583	351012
2526	1871352	350276
2527	1872098	349537
2528	1872821	348793
2529	1873548	348050
2530	1874252	347303
2531	1874974	346559
2532	1875662	345809
2533	1876368	345062
2534	1877061	344313
2535	1877775	343567
2536	1878482	342821
2537	1879158	342069
2538	1879878	341324
2539	1880595	340580
2540	1881295	339832
2541	1882017	339088
2542	1882739	338345
2543	1883422	337594
2544	1884135	336849
2545	1884854	336105
2546	1885574	335361
2547	1886264	334612
2548	1886987	333868
2549	1887713	333125
2550	1888399	332376
2551	1889182	331643
2552	1889935	330905
2553	1890638	330158
2554	1891342	329411
2555	1892065	328668
2556	1892762	327920
2557	1893485	327177
2558	1894215	326435
2559	1894936	325692
2560	1895637	324945
2561	1896331	324197
2562	1897044	323452
2563	1897753	322706
2564	1898446	321958
2565	1899163	321214
2566	1899874	320469
2567	1900575	319722
2568	1901300	318980
2569	1902021	318237
2570	1902713	317489
2571	1903440	316746
2572	1904147	316001
2573	1904853	315255
2574	1905553	314508
2575	1906301	313770
2576	1906980	313020
2577	1907680	312273
2578	1908400	311530
2579	1909117	310786
2580	1909820	310040
2581	1910530	309295
2582	1911227	308548
2583	1911946	307805
2584	1912693	307066
2585	1913414	306323
2586	1914137	305581
2587	1914859	304838
2588	1915598	304098
2589	1916287	303350
2590	1916997	302605
2591	1917713	301862
2592	1918408	301115
2593	1919111	300369
2594	1919822	299625
2595	1920550	298883
2596	1921240	298136
2597	1921959	297393
2598	1922685	296651
2599	1923366	295902
2600	1924086	295159
2601	1924831	294420
2602	1925629	293689
2603	1926352	292947
2604	1927057	292202
2605	1927799	291463
2606	1928542	290723
2607	1929299	289986
2608	1930228	289275
2609	1930980	288537
2610	1931722	287797
2611	1932427	287052
2612	1933143	286309
2613	1933876	285568
2614	1934592	284825
2615	1935306	284081
2616	1936197	283364
2617	1937111	282649
2618	1938022	281934
2619	1938936	281219
2620	1939901	280512
2621	1940835	279800
2622	1941748	279084
2623	1942575	278356
2624	1943426	277632
2625	1944232	276901
2626	1944987	276163
2627	1945718	275421
2628	1946446	274679
2629	1947175	273937
2630	1947884	273192
2631	1948723	272465
2632	1949499	271730
2633	1950212	270986
2634	1950922	270241
2635	1951628	269496
2636	1952355	268754
2637	1953081	268011
2638	1953922	267285
2639	1954704	266550
2640	1955475	265814
2641	1956183	265069
2642	1956925	264329
2643	1957644	263585
2644	1958376	262844
2645	1959166	262110
2646	1959955	261376
2647	1960855	260657
2648	1961734	259935
2649	1962552	259205
2650	1963425	258481
2651	1964282	257756
2652	1965216	257041
2653	1966036	256310
2654	1966783	255570
2655	1967529	254830
2656	1968267	254089
2657	1969029	253351
2658	1969797	252614
2659	1970560	251876
2660	1971272	251131
2661	1972032	250393
2662	1972807	249656
2663	1973563	248917
2664	1974326	248179
2665	1975068	247439
2666	1975853	246703
2667	1976591	245962
2668	1977297	245217
2669	1978038	244476
2670	1978853	243744
2671	1979642	243010
2672	1980356	242265
2673	1981049	241519
2674	1981775	240776
2675	1982506	240034
2676	1983203	239288
2677	1983952	238548
2678	1984689	237807
2679	1985438	237067
2680	1986155	236323
2681	1986942	235588
2682	1987664	234845
2683	1988481	234113
2684	1989248	233375
2685	1990007	232636
2686	1990772	231898
2687	1991555	231162
2688	1992378	230431
2689	1993296	229710
2690	1994090	228975
2691	1994851	228237
2692	1995883	227529
2693	1996679	226794
2694	1997484	226060
2695	1998294	225326
2696	1999128	224596
2697	1999949	223863
2698	2000714	223125
2699	2001480	222386
2700	2002227	221646
2701	2002978	220905
2702	2003703	220162
2703	2004448	219421
2704	2005193	218681
2705	2005916	217937
2706	2006631	217193
2707	2007362	216451
2708	2008079	215707
2709	2008807	214964
2710	2009547	214223
2711	2010276	213480
2712	2010989	212736
2713	2011711	211993
2714	2012430	211249
2715	2013153	210506
2716	2013932	209769
2717	2014658	209026
2718	2015378	208282
2719	2016107	207540
2720	2016834	206797
2721	2017544	206053
2722	2018307	205314
2723	2019037	204572
2724	2019758	203828
2725	2020462	203083
2726	2021200	202342
2727	2021922	201599
2728	2022601	200851
2729	2023330	200109
2730	2024046	199366
2731	2024786	198624
2732	2025490	197879
2733	2026228	197138
2734	2026972	196397
2735	2027715	195656
2736	2028403	194910
2737	2029115	194166
2738	2029842	193424
2739	2030570	192681
2740	2031303	191939
2741	2032036	191198
2742	2032775	190456
2743	2033461	189710
2744	2034179	188967
2745	2034912	188225
2746	2035647	187484
2747	2036391	186743
2748	2037111	186000
2749	2037824	185256
2750	2038509	184510
2751	2039255	183770
2752	2039982	183027
2753	2040709	182285
2754	2041461	181545
2755	2042137	180798
2756	2042837	180054
2757	2043558	179311
2758	2044307	178571
2759	2045024	177828
2760	2045735	177084
2761	2046426	176339
2762	2047138	175596
2763	2047854	174852
2764	2048580	174110
2765	2049309	173368
2766	2050020	172625
2767	2050760	171884
2768	2051501	171143
2769	2052214	170400
2770	2052921	169656
2771	2053660	168915
2772	2054344	168170
2773	2055089	167429
2774	2055818	166687
2775	2056540	165945
2776	2057260	165203
2777	2057980	164460
2778	2058786	163725
2779	2059488	162981
2780	2060208	162238
2781	2060937	161496
2782	2061699	160757
2783	2062431	160016
2784	2063151	159273
2785	2063876	158531
2786	2064592	157789
2787	2065356	157050
2788	2066027	156303
2789	2066713	155559
2790	2067449	154817
2791	2068176	154076
2792	2069015	153342
2793	2069908	152613
2794	2070741	151879
2795	2071551	151143
2796	2072278	150401
2797	2073004	149659
2798	2073752	148918
2799	2074502	148178
2800	2075170	147432
2801	2075872	146689
2802	2076617	145948
2803	2077360	145207
2804	2078041	144462
2805	2078750	143719
2806	2079497	142979
2807	2080239	142238
2808	2080962	141496
2809	2081675	140753
2810	2082397	140011
2811	2083114	139269
2812	2083836	138527
2813	2084568	137785
2814	2085309	137045
2815	2086037	136303
2816	2086731	135559
2817	2087457	134818
2818	2088197	134077
2819	2088917	133335
2820	2089646	132593
2821	2090349	131850
2822	2091079	131109
2823	2091798	130367
2824	2092548	129626
2825	2093279	128885
2826	2094000	128143
2827	2094680	127399
2828	2095425	126658
2829	2096151	125917
2830	2096872	125175
2831	2097608	124434
2832	2098342	123693
2833	2099050	122950
2834	2099796	122210
2835	2100460	121465
2836	2101197	120724
2837	2101927	119983
2838	2102656	119241
2839	2103380	118500
2840	2104145	117761
2841	2104859	117018
2842	2105568	116276
2843	2106264	115533
2844	2106994	114792
2845	2107724	114051
2846	2108455	113310
2847	2109184	112568
2848	2109913	111827
2849	2110645	111086
2850	2111362	110344
2851	2112087	109603
2852	2112815	108862
2853	2113553	108121
2854	2114274	107379
2855	2115010	106639
2856	2115725	105897
2857	2116416	105154
2858	2117156	104413
2859	2117899	103673
2860	2118648	102933
2861	2119339	102190
2862	2120058	101448
2863	2120788	100707
2864	2121516	99966
2865	2122252	99226
