iter	RMSE
1513	0.5085693902
1514	0.5084640113
1515	0.5083526396
1516	0.5082060395
1517	0.5080849295
1518	0.5079421521
1519	0.5078479319
1520	0.5077345347
1521	0.5076663601
1522	0.5075796439
1523	0.5074607718
1524	0.5073708513
1525	0.5072650224
1526	0.5071489405
1527	0.5070374361
1528	0.5069568807
1529	0.5069040953
1530	0.5067659913
1531	0.5066687809
1532	0.5065626379
1533	0.5064432697
1534	0.5063019377
1535	0.5062477679
1536	0.506172059
1537	0.5060258248
1538	0.5059229817
1539	0.5058265193
1540	0.5057364603
1541	0.5056851478
1542	0.5055973708
1543	0.5055200081
1544	0.505419257
1545	0.5053105412
1546	0.5051926297
1547	0.5051124066
1548	0.5049991986
1549	0.5049123047
1550	0.5048408229
1551	0.5047605379
1552	0.5046551311
1553	0.5046348728
1554	0.5045315437
1555	0.5044679305
1556	0.5043771562
1557	0.5042325829
1558	0.5041286371
1559	0.5040127907
1560	0.5038775754
1561	0.5038112784
1562	0.5037200171
1563	0.5036562578
1564	0.5035634171
1565	0.5034879184
1566	0.5034648187
1567	0.5033613035
1568	0.5032887621
1569	0.5032231869
1570	0.5031209445
1571	0.5030971548
1572	0.5029887583
1573	0.5029001992
1574	0.5028111486
1575	0.5026778536
1576	0.5025526076
1577	0.5025322444
1578	0.5024704477
1579	0.502355134
1580	0.5022185407
1581	0.50210878
1582	0.5020248566
1583	0.5019156087
1584	0.5018097284
1585	0.5017025779
1586	0.5015826745
1587	0.5015035603
1588	0.5013931855
1589	0.5012710559
1590	0.5011838878
1591	0.5011229418
1592	0.501019926
1593	0.5010007021
1594	0.500962726
1595	0.5009319736
1596	0.5008426953
1597	0.5007273691
1598	0.5005928844
1599	0.5004459503
1600	0.5003735432
1601	0.5002851103
1602	0.5002110145
1603	0.5001017882
1604	0.4999698522
1605	0.4998973624
1606	0.499793071
1607	0.4997088074
1608	0.4996479808
1609	0.4995800287
1610	0.499470917
1611	0.4993727534
1612	0.4992753915
1613	0.4991932008
1614	0.4991378509
1615	0.4990237377
1616	0.4988518935
1617	0.4987554061
1618	0.4987090864
1619	0.4986400323
1620	0.4985580862
1621	0.4984393016
1622	0.4983579496
1623	0.4982691413
1624	0.4981400798
1625	0.498112584
1626	0.4979679334
1627	0.4978794652
1628	0.4977561813
1629	0.4976576235
1630	0.497531495
1631	0.497513624
1632	0.4973949266
1633	0.4972438966
1634	0.4971075842
1635	0.4969840799
1636	0.4968676918
1637	0.4967737023
1638	0.496689276
1639	0.4965894819
1640	0.4964623908
1641	0.4964458386
1642	0.4963479325
1643	0.4962232257
1644	0.4961455068
1645	0.4960793457
1646	0.4959678248
1647	0.4958694568
1648	0.4957860957
1649	0.4956980622
1650	0.4955868403
1651	0.4955048029
1652	0.4954421762
1653	0.495426414
1654	0.4953469719
1655	0.4952637011
1656	0.4952003014
1657	0.4951207794
1658	0.4950437007
1659	0.4949509692
1660	0.4948734138
1661	0.4948379271
1662	0.4947984911
1663	0.4947049089
1664	0.4945975883
1665	0.494472993
1666	0.4943994436
1667	0.4943097527
1668	0.494208774
1669	0.4940925817
1670	0.4940196609
1671	0.4939356168
1672	0.4938294873
1673	0.4937699258
1674	0.4937545491
1675	0.493649147
1676	0.4935603628
1677	0.4934869924
1678	0.4933878881
1679	0.4933203404
1680	0.493284636
1681	0.493197224
1682	0.4931300389
1683	0.4930406646
1684	0.4929837826
1685	0.4928622072
1686	0.4927280892
1687	0.4926131313
1688	0.4925375145
1689	0.492482236
1690	0.4924005479
1691	0.4923095991
1692	0.4922119347
1693	0.4921180203
1694	0.4920007442
1695	0.4919360801
1696	0.4918002153
1697	0.4917088236
1698	0.4916885915
1699	0.4915623539
1700	0.4914999577
1701	0.4914301125
1702	0.4913337146
1703	0.4912474793
1704	0.4911747184
1705	0.4910241933
1706	0.4908783585
1707	0.4907738159
1708	0.4906841993
1709	0.4905770972
1710	0.4904685184
1711	0.4904175128
1712	0.4903532211
1713	0.4902850908
1714	0.4902135806
1715	0.4901264719
1716	0.4900704936
1717	0.4899535994
1718	0.4898422205
1719	0.4897700605
1720	0.4896543895
1721	0.4895858955
1722	0.4895040668
1723	0.4893837157
1724	0.4893006023
1725	0.4892523599
1726	0.4891654974
1727	0.489040589
1728	0.4889474759
1729	0.4888169753
1730	0.4887054046
1731	0.4886214887
1732	0.4885170274
1733	0.4884260631
1734	0.4883479298
1735	0.4882585242
1736	0.4881875844
1737	0.4880242725
1738	0.4879456291
1739	0.4878850335
1740	0.4878222584
1741	0.4877286071
1742	0.4876379217
1743	0.4875377973
1744	0.4874289036
1745	0.4873386495
1746	0.4872772349
1747	0.4871648056
1748	0.487060596
1749	0.4869718324
1750	0.4868860448
1751	0.4868047987
1752	0.4867422383
1753	0.4866677358
1754	0.4865503508
1755	0.48648654
1756	0.4864292602
1757	0.486364118
1758	0.4862552385
1759	0.4862213766
1760	0.4861151518
1761	0.4859924547
1762	0.4859612444
1763	0.4858188043
1764	0.4857013372
1765	0.4855943735
1766	0.485509307
1767	0.4853748275
1768	0.4852563384
1769	0.4851568782
1770	0.4850469874
1771	0.4850313695
1772	0.4849497592
1773	0.4848464734
1774	0.4847676928
1775	0.4846960639
1776	0.4846252469
1777	0.4845111513
1778	0.4844014015
1779	0.484291938
1780	0.4842528577
1781	0.4841669711
1782	0.4840922674
1783	0.4840323916
1784	0.4839757517
1785	0.4838671202
1786	0.4837934168
1787	0.4836993345
1788	0.4836127714
1789	0.4835380118
1790	0.483426973
1791	0.4833507739
1792	0.4832592565
1793	0.483190678
1794	0.4831063906
1795	0.4830512127
1796	0.4829261015
1797	0.4828325035
1798	0.4827591596
1799	0.4827021503
1800	0.4826379477
1801	0.4825006603
1802	0.482415394
1803	0.4823359633
1804	0.4822586778
1805	0.4821413579
1806	0.4820072526
1807	0.4819725142
1808	0.4818943662
1809	0.4817855215
1810	0.4816842749
1811	0.4815708851
1812	0.4814850548
1813	0.4813806048
1814	0.4813061891
1815	0.4811923423
1816	0.4810886891
1817	0.4809610261
1818	0.4808755871
1819	0.4807758584
1820	0.4806647587
1821	0.4805658474
1822	0.4804882168
1823	0.4804291821
1824	0.4803312359
1825	0.4801960351
1826	0.4800517707
1827	0.4799283735
1828	0.4798521433
1829	0.4797203774
1830	0.4796096851
1831	0.4795022557
1832	0.4794352145
1833	0.4793604121
1834	0.4792749814
1835	0.4791421192
1836	0.4790312267
1837	0.4789602864
1838	0.478846027
1839	0.4787764389
1840	0.4787223829
1841	0.4786551046
1842	0.4786304789
1843	0.4785445353
1844	0.4784215739
1845	0.4783425878
1846	0.4782379534
1847	0.4781561433
1848	0.4780806085
1849	0.4779933369
1850	0.4778908444
1851	0.4778305688
1852	0.4777708913
1853	0.4776884267
1854	0.4775624677
1855	0.4774831362
1856	0.4773735992
1857	0.4773620667
1858	0.4772892876
1859	0.4772265573
1860	0.4771566566
1861	0.4771057223
1862	0.47697351
1863	0.4768811927
1864	0.4767872132
1865	0.4766846971
1866	0.4766092991
1867	0.4765220579
1868	0.4764859116
1869	0.476378307
1870	0.4762957183
1871	0.4762391802
1872	0.476125139
1873	0.4760537028
1874	0.4759586171
1875	0.4758883133
1876	0.475840758
1877	0.4757426341
1878	0.4756490508
1879	0.4755705474
1880	0.47548952
1881	0.4753376188
1882	0.4752818654
1883	0.4752119506
1884	0.4750978573
1885	0.4750522302
1886	0.4749924147
1887	0.4748989311
1888	0.4748276102
1889	0.474698167
1890	0.4745895861
1891	0.4744973239
1892	0.4744222296
1893	0.4743253825
1894	0.4741624874
1895	0.474102676
1896	0.4740551843
1897	0.4739606049
1898	0.4739064261
1899	0.4738056056
1900	0.4737071999
1901	0.4736280142
1902	0.4735104934
1903	0.4734129855
1904	0.4733329997
1905	0.4732847747
1906	0.4732311765
1907	0.4731212789
1908	0.4730309877
1909	0.4729337575
1910	0.4728280301
1911	0.4727457623
1912	0.4727387508
1913	0.4726356972
1914	0.4725192839
1915	0.4724314815
1916	0.4723282378
1917	0.4722535137
1918	0.4721996616
1919	0.4721052665
1920	0.4720100083
1921	0.4719608732
1922	0.471880216
1923	0.4717580995
1924	0.4716685168
1925	0.4715947793
1926	0.4714928395
1927	0.4714154459
1928	0.4713134048
1929	0.4712131253
1930	0.4711490676
1931	0.4710671249
1932	0.4709463442
1933	0.4708754121
1934	0.4708056426
1935	0.4707237889
1936	0.4706669726
1937	0.4706064425
1938	0.4705166369
1939	0.4704208622
1940	0.4703037486
1941	0.4702213285
1942	0.4701169863
1943	0.4699975192
1944	0.4699667562
1945	0.4698384661
1946	0.4697565376
1947	0.4696287024
1948	0.4695500987
1949	0.4694731353
1950	0.469419059
1951	0.4693248307
1952	0.4692397169
1953	0.4691609401
1954	0.4690774686
1955	0.4689868183
1956	0.468907308
1957	0.4688742696
1958	0.468792134
1959	0.4686912769
1960	0.4686330728
1961	0.468537933
1962	0.4684507958
1963	0.4683524021
1964	0.4682926933
1965	0.4682437009
1966	0.4681689771
1967	0.468071446
1968	0.4680175569
1969	0.4679812663
1970	0.4678454636
1971	0.4677466821
1972	0.4676612117
1973	0.467560325
1974	0.4674810688
1975	0.46741153
1976	0.4672895118
1977	0.4672776861
1978	0.4672236665
1979	0.4671622629
1980	0.4670855265
1981	0.4670196736
1982	0.4669129762
1983	0.4668568786
1984	0.466804573
1985	0.4667368811
1986	0.4666688513
1987	0.4665903128
1988	0.4665635548
1989	0.4665215162
1990	0.4664467671
1991	0.4664385499
1992	0.4663635054
1993	0.4663233493
1994	0.4662486047
1995	0.4661520561
1996	0.4660458237
1997	0.4659560967
1998	0.4658229794
1999	0.4657308137
2000	0.4656699002
2001	0.4656068515
2002	0.4655866516
2003	0.4654893437
2004	0.4654317449
2005	0.4653164688
2006	0.4651850892
2007	0.4650806354
2008	0.4650206387
2009	0.4649659204
2010	0.4648801131
2011	0.4647973636
2012	0.4647026146
2013	0.464625307
2014	0.4645936129
2015	0.4645348944
2016	0.4644686266
2017	0.4643311287
2018	0.4642602382
2019	0.4641557849
2020	0.4640789028
2021	0.4640157192
2022	0.4639107768
2023	0.4637503129
2024	0.4636679697
2025	0.46365303
2026	0.4635795941
2027	0.4634539593
2028	0.4633675765
2029	0.4632788718
2030	0.463199408
2031	0.4631294213
2032	0.4630641875
2033	0.4629902625
2034	0.4629157663
2035	0.4627928094
2036	0.4627274623
2037	0.4626493258
2038	0.4625646602
2039	0.4624901833
2040	0.4624126499
2041	0.4623438482
2042	0.4622365043
2043	0.4621602027
2044	0.4620937273
2045	0.4619779097
2046	0.4619323725
2047	0.4618826891
2048	0.4618423577
2049	0.4618239412
2050	0.4617639489
2051	0.4616965367
2052	0.4616428528
2053	0.4615469779
2054	0.4614920452
2055	0.46138041
2056	0.4613161278
2057	0.4612776131
2058	0.4611753499
2059	0.4610935923
2060	0.4609765308
2061	0.4608858401
2062	0.4608038881
2063	0.4606969556
2064	0.4606508622
2065	0.4605569196
2066	0.4604620714
2067	0.4603554343
2068	0.4602567751
2069	0.4601847265
2070	0.4601235749
2071	0.4601041907
2072	0.4600155891
2073	0.459986379
2074	0.4599166895
2075	0.4598307772
2076	0.4597505042
2077	0.4596815858
2078	0.4595908293
2079	0.4595259304
2080	0.4594393446
2081	0.4593872875
2082	0.4592969327
2083	0.4592233793
2084	0.4591568924
2085	0.4590908232
2086	0.4590054849
2087	0.4589053548
2088	0.4588210817
2089	0.458720517
2090	0.4587110859
2091	0.4586655855
2092	0.4585745793
2093	0.4584606177
2094	0.458358156
2095	0.4583074672
2096	0.4582313316
2097	0.4581956039
2098	0.4581418929
2099	0.4581041281
2100	0.458021619
2101	0.4579562868
2102	0.4578672667
2103	0.4577952858
2104	0.4577148453
2105	0.457678899
2106	0.4576055097
2107	0.4575418487
2108	0.4574483343
2109	0.4573526911
2110	0.45724923
2111	0.4571695065
2112	0.4570879047
2113	0.4570311867
2114	0.4569319295
2115	0.4568608539
2116	0.4567880875
2117	0.4567113587
2118	0.4566377088
2119	0.4565297798
2120	0.4564286057
2121	0.4563532188
2122	0.4562985233
2123	0.4562173307
2124	0.4562114018
2125	0.4561609043
2126	0.4561013393
2127	0.4560164007
2128	0.4559291619
2129	0.4558478367
2130	0.4557665723
2131	0.4556951717
2132	0.4556275399
2133	0.455581822
2134	0.4554933007
2135	0.4554398344
2136	0.4553707961
2137	0.4553202177
2138	0.4552303974
2139	0.4551361604
2140	0.4550432169
2141	0.4549611937
2142	0.4549409805
2143	0.4548755008
2144	0.4547836201
2145	0.4546991961
2146	0.4545883004
2147	0.4545307569
2148	0.4544601839
2149	0.4543836365
2150	0.4543087097
2151	0.45425419
2152	0.4541547248
2153	0.4541105517
2154	0.4540162607
2155	0.4539376369
2156	0.4538663888
2157	0.4537867473
2158	0.4537233952
2159	0.4536225985
2160	0.453566738
2161	0.4535589917
2162	0.4534823462
2163	0.4533604889
2164	0.4532734851
2165	0.4532509874
2166	0.45315895
2167	0.4530914745
2168	0.4530068882
2169	0.4529420546
2170	0.452887756
2171	0.452813405
2172	0.4527339595
2173	0.4526530184
2174	0.4525943017
2175	0.4524747707
2176	0.4524322957
2177	0.4523177513
2178	0.4522486638
2179	0.4521753021
2180	0.4520990613
2181	0.4520335166
2182	0.4519580044
2183	0.4518512556
2184	0.4517659589
2185	0.451703492
2186	0.4516372978
2187	0.4515455283
2188	0.4514383194
2189	0.4513774982
2190	0.4512893243
2191	0.451169541
2192	0.4510879419
2193	0.4509926762
2194	0.4509220276
2195	0.4509101862
2196	0.4508360677
2197	0.4507697477
2198	0.4506640209
2199	0.4505749957
2200	0.4504986189
2201	0.4504401999
2202	0.4504219508
2203	0.4503832568
2204	0.4502551612
2205	0.4501738176
2206	0.4500851323
2207	0.4500146275
2208	0.4499625982
2209	0.4499312026
2210	0.4498780117
2211	0.4497730761
2212	0.4496510343
2213	0.449568424
2214	0.4494889318
2215	0.4494262144
2216	0.449343488
2217	0.4492743074
2218	0.449255593
2219	0.449156663
2220	0.4490317277
2221	0.4489633739
2222	0.4488541235
2223	0.4487237783
2224	0.4486321134
2225	0.4485059206
2226	0.4484252858
2227	0.4483592432
2228	0.4483101864
2229	0.4482506752
2230	0.4481881676
2231	0.4480855461
2232	0.4480208398
2233	0.4479338477
2234	0.447862382
2235	0.4478065773
2236	0.4477123701
2237	0.4476351019
2238	0.4475396832
2239	0.4474484945
2240	0.4473805658
2241	0.4472764875
2242	0.4472172091
2243	0.4471250052
2244	0.4470259045
2245	0.4469135408
2246	0.4468173999
2247	0.4467522821
2248	0.4466508498
2249	0.4465766911
2250	0.4464984668
2251	0.4464364498
2252	0.4463857297
2253	0.4463035616
2254	0.4462502769
2255	0.4461603053
2256	0.4460800303
2257	0.4459968801
2258	0.4459476239
2259	0.4458876548
2260	0.4457847376
2261	0.4457108876
2262	0.4456350279
2263	0.4455843296
2264	0.445496814
2265	0.4454074476
2266	0.4453241304
2267	0.4452471427
2268	0.4451685725
2269	0.4450965603
2270	0.44500639
2271	0.4448866677
2272	0.4447986165
2273	0.4447625896
2274	0.4446879839
2275	0.4446189464
2276	0.4445417619
2277	0.444515584
2278	0.4444323168
2279	0.4443495053
2280	0.4442796998
2281	0.4442018706
2282	0.444130906
2283	0.444072283
2284	0.4440112947
2285	0.4439601581
2286	0.4439125123
2287	0.4438404928
2288	0.4437205144
2289	0.4436547323
2290	0.4435474915
2291	0.4434569398
2292	0.4433769794
2293	0.4432779538
2294	0.4432231314
2295	0.4431631819
2296	0.4430908864
2297	0.4430007323
2298	0.4429029283
2299	0.442772265
2300	0.4426221945
2301	0.4425492468
2302	0.4424907363
2303	0.4424238922
2304	0.4423749392
2305	0.4423386537
2306	0.4422706387
2307	0.4421985453
2308	0.4421390101
2309	0.4420861964
2310	0.4420423777
2311	0.4420041898
2312	0.4419240623
2313	0.4418374336
2314	0.4417749887
2315	0.4417126523
2316	0.4416099947
2317	0.4415240753
2318	0.4414541786
2319	0.4413568728
2320	0.4413183155
2321	0.4412222321
2322	0.4411368213
2323	0.4410266958
2324	0.4409768446
2325	0.4409253217
2326	0.4408337202
2327	0.4407255097
2328	0.4406498506
2329	0.4405648529
2330	0.4404904289
2331	0.4404234694
2332	0.4403567848
2333	0.440314087
2334	0.4402618794
2335	0.4401723256
2336	0.4400919205
2337	0.4400173223
2338	0.439927236
2339	0.4398516576
2340	0.4397897405
2341	0.439721346
2342	0.4396454878
2343	0.4395758741
2344	0.4394635964
2345	0.4393950378
2346	0.4393326607
2347	0.4392468737
2348	0.4391622601
2349	0.4390763046
2350	0.4390046881
2351	0.4389656821
2352	0.4388866031
2353	0.4387803948
2354	0.4387193822
2355	0.4386438433
2356	0.4385660831
2357	0.4384944842
2358	0.4384013141
2359	0.4383267113
2360	0.4382363086
2361	0.4381758013
2362	0.4380839257
2363	0.4379922495
2364	0.4378967484
2365	0.4378358653
2366	0.4377336441
2367	0.4376813084
2368	0.437671888
2369	0.4376224421
2370	0.4375675292
2371	0.4374880662
2372	0.4374198216
2373	0.4373644595
2374	0.437287349
2375	0.4372346473
2376	0.4371326521
2377	0.4370808476
2378	0.4370136228
2379	0.43693464
2380	0.4368747178
2381	0.4368011689
2382	0.4367311429
2383	0.4366629331
2384	0.4365803581
2385	0.4365186138
2386	0.4364410399
2387	0.4363837279
2388	0.4363253158
2389	0.4362646938
2390	0.4362223449
2391	0.43613765
2392	0.4360615817
2393	0.4360170148
2394	0.4359390411
2395	0.4358606332
2396	0.4357960705
2397	0.4357166078
2398	0.4356619754
2399	0.4355811588
2400	0.4354940567
2401	0.4354461599
2402	0.4353876423
2403	0.4353103051
2404	0.4352304059
2405	0.4351509867
2406	0.4350632562
2407	0.4350106976
2408	0.4349574727
2409	0.4348974403
2410	0.4348560291
2411	0.4347553174
2412	0.4346687055
2413	0.4346126195
2414	0.4345798482
2415	0.4345263088
2416	0.4344507542
2417	0.4343520641
2418	0.4342715467
2419	0.4342115386
2420	0.4341815157
2421	0.434140127
2422	0.4340607399
2423	0.4339917521
2424	0.4339284246
2425	0.4338563833
2426	0.4337937816
2427	0.433711354
2428	0.4336218401
2429	0.4335768523
2430	0.4334806478
2431	0.4334148169
2432	0.4333284765
2433	0.4333042549
2434	0.4332311259
2435	0.433221421
2436	0.4332058938
2437	0.4330883103
2438	0.4330177712
2439	0.4328911109
2440	0.4328544747
2441	0.4327834186
2442	0.4327087451
2443	0.432589033
2444	0.4325332197
2445	0.4324700344
2446	0.4324020295
2447	0.4323639338
2448	0.4322477919
2449	0.4321694434
2450	0.4321067306
2451	0.4320450967
2452	0.4320398709
2453	0.4319991155
2454	0.4319548478
2455	0.4318510565
2456	0.4317626942
2457	0.4317035757
2458	0.4316576912
2459	0.4315725796
2460	0.4315212673
2461	0.4314485461
2462	0.4313582864
2463	0.4312836692
2464	0.4312320108
2465	0.4311638424
2466	0.4311300752
2467	0.4310534895
2468	0.4309633119
2469	0.4309121307
2470	0.4308409761
2471	0.4307493735
2472	0.4306926051
2473	0.4305998706
2474	0.4305418092
2475	0.4304679401
2476	0.4304614073
2477	0.4303720129
2478	0.4303031619
2479	0.4302251441
2480	0.4302200408
2481	0.4301461475
2482	0.4301034267
2483	0.4300270022
2484	0.4299717625
2485	0.429863057
2486	0.4298100795
2487	0.4297297122
2488	0.4296581669
2489	0.429568388
2490	0.4295364135
2491	0.4294547869
2492	0.4293845691
2493	0.4292983132
2494	0.4292374406
2495	0.4291745906
2496	0.4291101685
2497	0.4290797925
2498	0.4290304841
2499	0.4289607277
2500	0.4288844741
2501	0.4288150662
2502	0.428739786
2503	0.4286904953
2504	0.428624599
2505	0.4285631586
2506	0.4285100702
2507	0.4284588768
2508	0.4283498863
2509	0.4282941383
2510	0.4282558801
2511	0.4281956706
2512	0.4281537753
2513	0.428148792
2514	0.4280319274
2515	0.4279905795
2516	0.4279308344
2517	0.427831249
2518	0.4277488646
2519	0.4276962615
2520	0.4276519598
2521	0.4275654241
2522	0.427500683
2523	0.4274054859
2524	0.4273463433
2525	0.4272781503
2526	0.427209542
2527	0.427152158
2528	0.4270684729
2529	0.4270515514
2530	0.4270041342
2531	0.4269464063
2532	0.4268859616
2533	0.4267952681
2534	0.4266991181
2535	0.4266373267
2536	0.426610006
2537	0.4266004818
2538	0.42654822
2539	0.4264795862
2540	0.4264026651
2541	0.42633857
2542	0.4262743781
2543	0.4261890791
2544	0.4261492174
2545	0.4260889715
2546	0.4260401544
2547	0.4259716052
2548	0.4258950931
2549	0.4257850434
2550	0.4257764131
2551	0.4257058339
2552	0.4255927853
2553	0.4255307611
2554	0.4254771727
2555	0.4254715314
2556	0.4253998468
2557	0.4253138185
2558	0.4252044754
2559	0.4251564374
2560	0.4250869192
2561	0.4250049434
2562	0.4249629926
2563	0.4249281059
2564	0.4248706175
2565	0.4248659145
2566	0.4247791991
2567	0.4247280166
2568	0.4246579961
2569	0.4245916411
2570	0.4245325981
2571	0.4244215787
2572	0.4243397521
2573	0.4242967523
2574	0.4242466791
2575	0.4241571533
2576	0.4240828165
2577	0.4240168268
2578	0.4239771932
2579	0.4239160646
2580	0.4238419176
2581	0.4237365708
2582	0.4236760381
2583	0.4235829002
2584	0.4235155974
2585	0.423416973
2586	0.4233561771
2587	0.4232639569
2588	0.4231857161
2589	0.4231364311
2590	0.4230772665
2591	0.4230135315
2592	0.4229569006
2593	0.4228959365
2594	0.4228486783
2595	0.4228054236
2596	0.4227667459
2597	0.4226824752
2598	0.4226412719
2599	0.4226353996
2600	0.4225786013
2601	0.4224984686
2602	0.422485078
2603	0.4224116335
2604	0.4223564228
2605	0.4223420975
2606	0.4222895709
2607	0.4222284431
2608	0.4221553774
2609	0.4220726415
2610	0.4220004715
2611	0.421964615
2612	0.4219105798
2613	0.4218620919
2614	0.4218017247
2615	0.4217901169
2616	0.4217154545
2617	0.4216755604
2618	0.4216194582
2619	0.4216034518
2620	0.4215119489
2621	0.4213829566
2622	0.421286912
2623	0.4212412974
2624	0.4211876423
2625	0.4211106634
2626	0.4210413752
2627	0.420961709
2628	0.4209130202
2629	0.4208148243
2630	0.4208095137
2631	0.4207327452
2632	0.4206738207
2633	0.4206167477
2634	0.4205871115
2635	0.4205250392
2636	0.420441887
2637	0.4203848719
2638	0.42032425
2639	0.4202318024
2640	0.420152658
2641	0.4200891885
2642	0.4200077102
2643	0.4199461851
2644	0.4199080353
2645	0.4197895103
2646	0.41972102
2647	0.4196433537
2648	0.4195808936
2649	0.4195080841
2650	0.4194256444
2651	0.4194012591
2652	0.4193285127
2653	0.4192494839
2654	0.4191904701
2655	0.4191031179
2656	0.4190153539
2657	0.4189219157
2658	0.4188194586
2659	0.4187370532
2660	0.4186541568
2661	0.4185958601
2662	0.4185163672
2663	0.4184339144
2664	0.4183595441
2665	0.4182878172
2666	0.4182157634
2667	0.4181452626
2668	0.4180488878
2669	0.4179715852
2670	0.4179019204
2671	0.4178242103
2672	0.4177594904
2673	0.4176914663
2674	0.4176306532
2675	0.4175476499
2676	0.4174902914
2677	0.4174376996
2678	0.417376639
2679	0.4172789895
2680	0.4172165889
2681	0.4171106557
2682	0.4170738508
2683	0.4170163724
2684	0.4169573394
2685	0.4169205006
2686	0.4168514742
2687	0.4167645566
2688	0.4167011227
2689	0.4166220477
2690	0.4165504917
2691	0.4165444142
2692	0.416480049
2693	0.4164607412
2694	0.4164069982
2695	0.4163521317
2696	0.4162721939
2697	0.4162046996
2698	0.4161352597
2699	0.4160791369
2700	0.4160742202
2701	0.4159970757
2702	0.4159480302
2703	0.4158858046
2704	0.4157816332
2705	0.4157147075
2706	0.4156198247
2707	0.4155928578
2708	0.4155223342
2709	0.4154562167
2710	0.4153698003
2711	0.4152983289
2712	0.4152152622
2713	0.4151284961
2714	0.4150589246
2715	0.4149932634
2716	0.4149569379
2717	0.4148826729
2718	0.4148226914
2719	0.414739576
2720	0.4146977871
2721	0.4146575562
2722	0.4145683493
2723	0.414506913
2724	0.4144490651
2725	0.414438572
2726	0.4143524971
2727	0.4142718528
2728	0.4142449108
2729	0.4141899438
2730	0.4141309051
2731	0.4140289326
2732	0.4139122033
2733	0.4138275715
2734	0.4137694258
2735	0.4136899491
2736	0.4136162523
2737	0.4135333682
2738	0.4134388665
2739	0.413373302
2740	0.4133173708
2741	0.4132398632
2742	0.4131676177
2743	0.4130790969
2744	0.4130415352
2745	0.4130301484
2746	0.4129439158
2747	0.4128860288
2748	0.4128396276
2749	0.412834419
2750	0.412710515
2751	0.4126589489
2752	0.4126148194
2753	0.4125468824
2754	0.4124511493
2755	0.4124438923
2756	0.412409096
2757	0.4123427484
2758	0.412267999
2759	0.4122125133
2760	0.4121864558
2761	0.4121488895
2762	0.4121292025
2763	0.4120605587
2764	0.41199421
2765	0.4119336729
2766	0.4118941734
2767	0.4118279771
2768	0.4117374549
2769	0.4116974641
2770	0.4116455326
2771	0.4115791962
2772	0.4115103076
2773	0.4114167935
2774	0.4113634384
2775	0.4113448261
2776	0.4112896583
2777	0.4112029103
2778	0.4111857978
2779	0.4111200304
2780	0.4110640184
2781	0.411059553
2782	0.4109481968
2783	0.4108945469
2784	0.4108438114
2785	0.4107485153
2786	0.4106977601
2787	0.4106195399
2788	0.41056544
2789	0.410515053
2790	0.4104711282
2791	0.4104639391
2792	0.4104156573
2793	0.4103523803
2794	0.4102760321
2795	0.4102637884
2796	0.4102113864
2797	0.4101541192
2798	0.4101003837
2799	0.4100027198
2800	0.4099361848
2801	0.4098802612
2802	0.4097998309
2803	0.4097053236
2804	0.4096158717
2805	0.4095713408
2806	0.4095087058
2807	0.4094292406
2808	0.4094247268
2809	0.4093777781
2810	0.409329435
2811	0.4092665103
2812	0.4091684272
2813	0.4090950133
2814	0.4090143047
2815	0.4089720499
2816	0.4089005918
2817	0.4088604547
2818	0.4088123647
2819	0.4088012355
2820	0.4087241258
2821	0.4086756227
2822	0.408602784
2823	0.4085534526
2824	0.4084889265
2825	0.4084247376
2826	0.4083723519
2827	0.4083383399
2828	0.4082652094
2829	0.4082000887
2830	0.4081314349
2831	0.4080726526
2832	0.4080100666
2833	0.40794124
2834	0.4078654868
2835	0.4078604238
2836	0.4077744641
2837	0.4077195429
2838	0.407622356
2839	0.4075701645
2840	0.4075271603
2841	0.4074896026
2842	0.4074442053
2843	0.4073670377
2844	0.4073067127
2845	0.40721914
2846	0.4071607257
2847	0.4070855948
2848	0.4070350626
2849	0.406946422
2850	0.406831944
2851	0.4067424415
2852	0.4066515254
2853	0.4066192298
2854	0.4065975047
2855	0.4065265817
2856	0.4065223569
2857	0.4064668069
2858	0.4064041942
2859	0.4063579315
2860	0.4062908157
2861	0.4062053867
2862	0.4061930689
2863	0.4061312924
2864	0.4060706479
2865	0.4060112225
2866	0.4059495828
2867	0.4058670142
2868	0.4058468444
2869	0.4057729573
2870	0.4057113846
2871	0.4056268922
2872	0.405585941
2873	0.4055252484
2874	0.4054527347
2875	0.4054109387
2876	0.4053578698
2877	0.4052755595
2878	0.4052171614
2879	0.4051679844
2880	0.4051071551
2881	0.4050609354
2882	0.4049918596
2883	0.4049374556
2884	0.4048770571
2885	0.4047905969
2886	0.4047028201
2887	0.4046223065
2888	0.4045606512
2889	0.4044850427
2890	0.4044757874
2891	0.4044224595
2892	0.4043462465
2893	0.4042673888
2894	0.4042197756
2895	0.4041606929
2896	0.4041172139
2897	0.4040796705
2898	0.4040153819
2899	0.4039658911
2900	0.4038926401
2901	0.4038331504
2902	0.4037898991
2903	0.4037321485
2904	0.4037294127
2905	0.4036606327
2906	0.4036051289
2907	0.4035989622
2908	0.4035324403
2909	0.4034848182
2910	0.4034076623
2911	0.4033616921
2912	0.4032978692
2913	0.4032384882
2914	0.4031662201
2915	0.403096908
2916	0.4030904783
2917	0.4030372772
2918	0.4029447662
2919	0.4028810592
2920	0.4028158664
2921	0.4028088092
2922	0.4027237074
2923	0.4026864105
2924	0.4026303213
