iter	RMSE
454	0.6710878275
455	0.6709002659
456	0.6706138969
457	0.6704053461
458	0.6702518158
459	0.6700919484
460	0.6698825053
461	0.6697172217
462	0.6695318405
463	0.6692687833
464	0.6691238437
465	0.6689525522
466	0.6686972614
467	0.6685140113
468	0.6683766356
469	0.668212199
470	0.6680503033
471	0.6677509013
472	0.6675267033
473	0.6673282927
474	0.6672076257
475	0.6669431587
476	0.6667864845
477	0.666640712
478	0.6664420576
479	0.6662341975
480	0.6660345345
481	0.6658139505
482	0.6655004439
483	0.6652013117
484	0.6649765137
485	0.6647064907
486	0.6645383321
487	0.6642881599
488	0.6641519254
489	0.6639413345
490	0.663762145
491	0.6635350282
492	0.6633286909
493	0.6631477906
494	0.6629456659
495	0.662738479
496	0.6625269304
497	0.6623769649
498	0.6621111361
499	0.6619732024
500	0.6617299175
501	0.6615114173
502	0.661302692
503	0.6611232104
504	0.6609288023
505	0.6607375708
506	0.6604886721
507	0.6602578726
508	0.6600344487
509	0.6596103066
510	0.6594049596
511	0.659210637
512	0.6590689974
513	0.6588363394
514	0.6587023254
515	0.6585523548
516	0.6583289986
517	0.6581306148
518	0.6578608402
519	0.6576442657
520	0.6575043278
521	0.6573359853
522	0.6570322697
523	0.6567967507
524	0.6565460876
525	0.6563503819
526	0.6561879873
527	0.6558772738
528	0.6557527102
529	0.6555381435
530	0.6553501088
531	0.6551129887
532	0.6548372139
533	0.6546005465
534	0.6543529298
535	0.6540918344
536	0.6538943984
537	0.6537008926
538	0.6535248969
539	0.6533594851
540	0.6531871074
541	0.6530079292
542	0.6527795204
543	0.6524851957
544	0.6522893584
545	0.6521682273
546	0.6519546217
547	0.6516736582
548	0.6514493871
549	0.6512836813
550	0.6510958034
551	0.6509570547
552	0.6507699484
553	0.6505294686
554	0.6503075604
555	0.6500997404
556	0.6498173086
557	0.6497056928
558	0.649452072
559	0.6492274618
560	0.6489489352
561	0.6487557298
562	0.6486072126
563	0.6484104006
564	0.6481394757
565	0.6479508677
566	0.6477777676
567	0.647509377
568	0.6474113207
569	0.6472086993
570	0.6469936774
571	0.6468257273
572	0.6465621182
573	0.6464437395
574	0.6462903602
575	0.6460879855
576	0.6458899488
577	0.6456839316
578	0.6454351762
579	0.645242813
580	0.6450855187
581	0.6448553226
582	0.6446817521
583	0.6445125653
584	0.6443130351
585	0.644048158
586	0.6438085525
587	0.6436455413
588	0.6434794514
589	0.6431663385
590	0.6428773594
591	0.6426731678
592	0.6425440155
593	0.6422980031
594	0.6420326717
595	0.6417823117
596	0.6415105022
597	0.6412756013
598	0.6410518518
599	0.6407998279
600	0.6405410971
601	0.6403376268
602	0.6400752611
603	0.6398348803
604	0.6396113362
605	0.6394083517
606	0.6391311824
607	0.6389085671
608	0.6386476677
609	0.6384695892
610	0.6383534602
611	0.6380345904
612	0.6378695365
613	0.6376866481
614	0.6374094797
615	0.6371902561
616	0.6369797581
617	0.6367648958
618	0.6367100184
619	0.6364978833
620	0.6363696881
621	0.6361796921
622	0.6359706104
623	0.6357804611
624	0.6354618063
625	0.6353380783
626	0.6351408626
627	0.6350384599
628	0.6348240999
629	0.6345076359
630	0.6342970663
631	0.6341061927
632	0.6339193775
633	0.6336653474
634	0.6334063578
635	0.6332019458
636	0.63298714
637	0.6328572328
638	0.6325962065
639	0.6324017345
640	0.6323137287
641	0.6321023129
642	0.6318757364
643	0.6316790471
644	0.6315035883
645	0.6313172204
646	0.631107322
647	0.6308182847
648	0.6305949569
649	0.6304109933
650	0.6302569329
651	0.6300874253
652	0.6298755758
653	0.6296975712
654	0.6295086956
655	0.629287321
656	0.629137304
657	0.6289447385
658	0.6287237418
659	0.6284322408
660	0.628231011
661	0.6280064841
662	0.6278003021
663	0.6276317264
664	0.6274072824
665	0.6271803046
666	0.6269631636
667	0.626663577
668	0.6264180885
669	0.6262258551
670	0.6261088647
671	0.6259023953
672	0.6256848385
673	0.6254969884
674	0.6253762738
675	0.6251208713
676	0.6249426333
677	0.6247681498
678	0.6245951521
679	0.6243963191
680	0.6241842064
681	0.6239127451
682	0.6236440607
683	0.6234217996
684	0.6233178727
685	0.6230991413
686	0.6229107126
687	0.622706062
688	0.6225227742
689	0.6223406907
690	0.6221136615
691	0.6219458377
692	0.6217022434
693	0.6214598752
694	0.6212387463
695	0.6210300982
696	0.6207606207
697	0.6205995616
698	0.6203824683
699	0.6201426219
700	0.6199274902
701	0.6197274525
702	0.6194928533
703	0.6193502041
704	0.6192156009
705	0.6190030676
706	0.6187547786
707	0.618544726
708	0.6183466464
709	0.6181060798
710	0.6179519754
711	0.6177031214
712	0.6174870337
713	0.6173310095
714	0.6170612072
715	0.6168912402
716	0.6167173236
717	0.6165434694
718	0.6162905611
719	0.616105656
720	0.6159026104
721	0.615709069
722	0.6154510378
723	0.6152460222
724	0.6150265115
725	0.6147615545
726	0.6145878337
727	0.61438559
728	0.6142670014
729	0.6140750119
730	0.6138962899
731	0.6137387921
732	0.6135796337
733	0.6134419459
734	0.6132531802
735	0.613082166
736	0.6128896385
737	0.6126867639
738	0.6124749129
739	0.6122980336
740	0.6121159194
741	0.6118672815
742	0.6116309367
743	0.6114568427
744	0.6112565517
745	0.6110022306
746	0.6107832419
747	0.6106250428
748	0.6104493524
749	0.6102479251
750	0.6100257583
751	0.609868013
752	0.6096973523
753	0.6095394687
754	0.609412753
755	0.6092141676
756	0.6090513981
757	0.6088857119
758	0.6087328459
759	0.6085417758
760	0.6083514564
761	0.6081083193
762	0.6079426887
763	0.6077484393
764	0.607543778
765	0.6073842687
766	0.6071615854
767	0.6069521991
768	0.6067072424
769	0.6064905631
770	0.60634728
771	0.6061527403
772	0.6059964662
773	0.6058755523
774	0.6057085087
775	0.6055123615
776	0.6053253278
777	0.6051115228
778	0.604901777
779	0.6047430198
780	0.6045620298
781	0.6043998346
782	0.6042309353
783	0.6040506745
784	0.6038998172
785	0.6037713639
786	0.6036132986
787	0.6034130993
788	0.6032014251
789	0.6029967723
790	0.6028187528
791	0.602681502
792	0.6024942822
793	0.6022900413
794	0.6020672647
795	0.6018236857
796	0.6016563089
797	0.60146276
798	0.6012595069
799	0.6011250247
800	0.6009226467
801	0.6007702425
802	0.6005340881
803	0.6002912408
804	0.6000802802
805	0.5998795677
806	0.5997268287
807	0.5996356699
808	0.599425949
809	0.5991884994
810	0.5990080125
811	0.5988414383
812	0.5986790539
813	0.5985580284
814	0.5983169354
815	0.5981619397
816	0.597979517
817	0.5977850983
818	0.5975737795
819	0.597395291
820	0.5972481144
821	0.5970387911
822	0.5969207141
823	0.5967560531
824	0.5965500776
825	0.5964120329
826	0.5962160042
827	0.5960517545
828	0.5959161156
829	0.5957970476
830	0.5956727067
831	0.5954566203
832	0.5952368533
833	0.5950514957
834	0.5949282503
835	0.594739823
836	0.5945169859
837	0.5943554793
838	0.5942447812
839	0.5940456734
840	0.5938221124
841	0.5935842699
842	0.5933782456
843	0.5931913647
844	0.5930482074
845	0.5929254452
846	0.5926803811
847	0.5925219658
848	0.5922952066
849	0.5921619227
850	0.5919627104
851	0.5917520758
852	0.5916058438
853	0.5914152669
854	0.5912540173
855	0.5910535182
856	0.5908716538
857	0.5906054632
858	0.5904949127
859	0.5903367943
860	0.590191351
861	0.5900546476
862	0.5898875483
863	0.5896839103
864	0.5895335902
865	0.5894161549
866	0.5892342552
867	0.5890335618
868	0.5889055892
869	0.5887400824
870	0.5885885913
871	0.5884511146
872	0.5882842059
873	0.5880581816
874	0.5878090939
875	0.5875863241
876	0.587433808
877	0.5872972503
878	0.5871991602
879	0.5870044372
880	0.5868111651
881	0.586608856
882	0.5865013105
883	0.5863530662
884	0.5861746476
885	0.586029351
886	0.5857852052
887	0.5855763828
888	0.5854448526
889	0.5852359759
890	0.5851008286
891	0.5849125667
892	0.5847606793
893	0.5846498957
894	0.5845336767
895	0.5843746805
896	0.5842070081
897	0.5840724914
898	0.5839037318
899	0.5837289884
900	0.583560866
901	0.5833846087
902	0.5832262269
903	0.5830220416
904	0.5828805461
905	0.582687664
906	0.5825468471
907	0.5823590947
908	0.582216104
909	0.5820999606
910	0.5819920341
911	0.5818145891
912	0.5816866505
913	0.5815365656
914	0.5814033451
915	0.581293523
916	0.581097529
917	0.580939505
918	0.5807948337
919	0.5806425862
920	0.580528473
921	0.5804130675
922	0.580199133
923	0.5800306544
924	0.5798598666
925	0.5797194974
926	0.5795571127
927	0.5794181624
928	0.5792319251
929	0.5790647971
930	0.5789198609
931	0.5787533754
932	0.5786332265
933	0.5784555414
934	0.5783842414
935	0.578230923
936	0.5780948028
937	0.5779865166
938	0.5778498765
939	0.5777571971
940	0.5776346372
941	0.5774575299
942	0.5772937298
943	0.5771414957
944	0.5769688489
945	0.5768015529
946	0.5766382051
947	0.5764664357
948	0.5763352888
949	0.5761630757
950	0.5760379131
951	0.5759082635
952	0.5757697555
953	0.5756318117
954	0.5754825816
955	0.5753227731
956	0.5752213343
957	0.5750757663
958	0.5749847833
959	0.5747788618
960	0.5746904139
961	0.5745144747
962	0.5743484473
963	0.5742474382
964	0.5740722844
965	0.5739321735
966	0.5738164734
967	0.5737270049
968	0.5736478309
969	0.5734859547
970	0.5733248015
971	0.573188855
972	0.5730160245
973	0.5728474937
974	0.5727071225
975	0.5725334563
976	0.5723757628
977	0.5722123853
978	0.5720848189
979	0.5719827151
980	0.5718038715
981	0.5716757422
982	0.5715517764
983	0.5714330448
984	0.571328108
985	0.5711490191
986	0.5709335946
987	0.5708141742
988	0.5706595769
989	0.5705156906
990	0.5703621409
991	0.5702205684
992	0.5700928629
993	0.5699675025
994	0.5698274606
995	0.5696793899
996	0.5695709411
997	0.5694136375
998	0.569286133
999	0.5691478566
1000	0.5690004018
1001	0.5688341568
1002	0.5687001884
1003	0.5686588271
1004	0.5685111667
1005	0.568404133
1006	0.5682641341
1007	0.5681506982
1008	0.5679908934
1009	0.5678012686
1010	0.567656245
1011	0.5675175459
1012	0.567354975
1013	0.567232007
1014	0.5670425268
1015	0.5668697549
1016	0.5667672821
1017	0.5666277127
1018	0.5665231954
1019	0.5663815505
1020	0.5662215582
1021	0.5660952838
1022	0.565939837
1023	0.5658389627
1024	0.5657232461
1025	0.5655573065
1026	0.5654230002
1027	0.5653781183
1028	0.5652349033
1029	0.565089478
1030	0.5649976139
1031	0.5648921212
1032	0.564737044
1033	0.5647044715
1034	0.5645724726
1035	0.5644677026
1036	0.5643342218
1037	0.5642124525
1038	0.5641134631
1039	0.5639518809
1040	0.5638590369
1041	0.5637295477
1042	0.5635596074
1043	0.5634326537
1044	0.5633043232
1045	0.56316756
1046	0.5630112476
1047	0.5628974638
1048	0.5627813587
1049	0.5626404462
1050	0.5625415577
1051	0.5623943088
1052	0.5622979906
1053	0.562163844
1054	0.5620481221
1055	0.5619575772
1056	0.5618250658
1057	0.561706888
1058	0.5615437737
1059	0.5613795438
1060	0.5612417886
1061	0.5611169139
1062	0.5609934034
1063	0.5609350915
1064	0.5607482687
1065	0.5606922793
1066	0.5605982883
1067	0.5604698308
1068	0.5603207025
1069	0.5601328346
1070	0.5600068423
1071	0.5598872911
1072	0.559770959
1073	0.5596505175
1074	0.5594771662
1075	0.5593648054
1076	0.5592519309
1077	0.5591104853
1078	0.5589422117
1079	0.558822626
1080	0.5586941771
1081	0.5585545258
1082	0.5584240475
1083	0.5582581209
1084	0.5581246097
1085	0.5580242517
1086	0.5578433283
1087	0.5577311965
1088	0.5576141787
1089	0.5574163384
1090	0.5573214462
1091	0.5571794326
1092	0.5570294312
1093	0.5568964497
1094	0.5567631067
1095	0.5566531445
1096	0.556578852
1097	0.5564688628
1098	0.5563884317
1099	0.556215647
1100	0.5560746346
1101	0.5558836118
1102	0.5557572201
1103	0.5556539981
1104	0.5555258586
1105	0.555381207
1106	0.5552779195
1107	0.5551339444
1108	0.5549884418
1109	0.5548585751
1110	0.5546954544
1111	0.5545996727
1112	0.5544453929
1113	0.5542958364
1114	0.5541923184
1115	0.5540361526
1116	0.553877026
1117	0.5536658159
1118	0.5535835761
1119	0.5535506666
1120	0.5534459249
1121	0.5533217651
1122	0.5532247486
1123	0.5530945401
1124	0.5529721928
1125	0.5527931933
1126	0.5526477111
1127	0.5525266037
1128	0.5523837949
1129	0.5522637417
1130	0.5521371493
1131	0.5519757261
1132	0.5518592755
1133	0.5516635784
1134	0.551528894
1135	0.5514058129
1136	0.5512776196
1137	0.5511606124
1138	0.5510374485
1139	0.5508831785
1140	0.5507558138
1141	0.5506412019
1142	0.5505482371
1143	0.5503928947
1144	0.5502454466
1145	0.5501145141
1146	0.5500423389
1147	0.5499236507
1148	0.5497664356
1149	0.5495780507
1150	0.5494822868
1151	0.5493267118
1152	0.5492279446
1153	0.5490659563
1154	0.5489413115
1155	0.5487893571
1156	0.5485987739
1157	0.5484559876
1158	0.5483254588
1159	0.5481997164
1160	0.5481000496
1161	0.5479654635
1162	0.5478294655
1163	0.5476819323
1164	0.5475690875
1165	0.5474727953
1166	0.5473481804
1167	0.5472482162
1168	0.5471359376
1169	0.5470071086
1170	0.5469156498
1171	0.5468124829
1172	0.5466916217
1173	0.5465595693
1174	0.5464351659
1175	0.5462546851
1176	0.5461547801
1177	0.5460694922
1178	0.5459457509
1179	0.5458294692
1180	0.545716982
1181	0.5455419749
1182	0.5454570517
1183	0.5453410735
1184	0.5452077747
1185	0.5451268326
1186	0.5449419112
1187	0.5448434681
1188	0.544720992
1189	0.5446052507
1190	0.5444708708
1191	0.544353104
1192	0.5442394997
1193	0.5441361021
1194	0.5440246001
1195	0.5438841306
1196	0.5436904231
1197	0.5435902918
1198	0.5434829569
1199	0.5433427285
1200	0.5431987244
1201	0.5430690359
1202	0.5429401747
1203	0.5427880583
1204	0.5425888322
1205	0.5424582147
1206	0.5423514015
1207	0.5422022922
1208	0.5420776835
1209	0.5419842369
1210	0.5419016514
1211	0.541740921
1212	0.5416784108
1213	0.5415398279
1214	0.54136681
1215	0.5412619367
1216	0.5411579423
1217	0.5410063066
1218	0.540900685
1219	0.5407720449
1220	0.5406624582
1221	0.5405357163
1222	0.5403778397
1223	0.54027644
1224	0.540211906
1225	0.5400622613
1226	0.5399122214
1227	0.5398393347
1228	0.5397372144
1229	0.5396367944
1230	0.539537789
1231	0.5393941433
1232	0.5393089199
1233	0.5391713509
1234	0.5390508972
1235	0.5389646917
1236	0.538884713
1237	0.538807272
1238	0.5387296848
1239	0.5386289163
1240	0.5385149676
1241	0.5383853513
1242	0.5382839147
1243	0.5382110657
1244	0.538072639
1245	0.5380022219
1246	0.537850099
1247	0.5377646982
1248	0.5376039139
1249	0.5374418047
1250	0.5373277244
1251	0.5371588485
1252	0.5370468301
1253	0.5368749752
1254	0.5367412326
1255	0.5366292054
1256	0.536541273
1257	0.5364174308
1258	0.5362650162
1259	0.5361702314
1260	0.5360673743
1261	0.5359585276
1262	0.5358591921
1263	0.5357265697
1264	0.5356416176
1265	0.5355691418
1266	0.5354647552
1267	0.5352986004
1268	0.5352712548
1269	0.5351274956
1270	0.5350171102
1271	0.5349194587
1272	0.5348162326
1273	0.5346914083
1274	0.5346072839
1275	0.5344575879
1276	0.5343940928
1277	0.5343472576
1278	0.5342977626
1279	0.5342013264
1280	0.5340934526
1281	0.5340149687
1282	0.5339649193
1283	0.5338873428
1284	0.5337523379
1285	0.5336548077
1286	0.5335850245
1287	0.5334541349
1288	0.5333324824
1289	0.5332420667
1290	0.5331188731
1291	0.5330066304
1292	0.5329769054
1293	0.5328291653
1294	0.532683147
1295	0.5326077784
1296	0.5324912423
1297	0.5324022461
1298	0.5322581198
1299	0.5321893847
1300	0.532038422
1301	0.5318870625
1302	0.5317792155
1303	0.5316112608
1304	0.5314951773
1305	0.5313833481
1306	0.5312362564
1307	0.5311301334
1308	0.5311057476
1309	0.5309612676
1310	0.5308584325
1311	0.5306866069
1312	0.5306678862
1313	0.5305125416
1314	0.5303949983
1315	0.53022436
1316	0.5300689305
1317	0.5299071217
1318	0.5297779037
1319	0.529713056
1320	0.5295927106
1321	0.5295009499
1322	0.5293783958
1323	0.5292645504
1324	0.5291517145
1325	0.5290515909
1326	0.5289395717
1327	0.5288159575
1328	0.5286600806
1329	0.5285052391
1330	0.5284749003
1331	0.5283670332
1332	0.5282894923
1333	0.5282085531
1334	0.5280636038
1335	0.5279412403
1336	0.5278766228
1337	0.5277773663
1338	0.5277345649
1339	0.5276153223
1340	0.5274805484
1341	0.527305527
1342	0.5271003421
1343	0.5269295891
1344	0.5268002954
1345	0.5266480859
1346	0.5264834749
1347	0.5263902794
1348	0.5262109074
1349	0.5261192142
1350	0.5260109368
1351	0.5259214385
1352	0.5257808757
1353	0.5257042472
1354	0.5255981193
1355	0.5254983292
1356	0.5253506703
1357	0.5252349666
1358	0.5250890854
1359	0.5249482937
1360	0.5248082171
1361	0.5247119777
1362	0.5246904253
1363	0.5245916663
1364	0.5244527126
1365	0.5243137336
1366	0.5242429798
1367	0.5241395744
1368	0.5240265595
1369	0.5239085402
1370	0.523789253
1371	0.5236742723
1372	0.523550372
1373	0.5234092437
1374	0.5232561304
1375	0.5231393531
1376	0.5230716083
1377	0.5229820331
1378	0.5228563137
1379	0.5227769474
1380	0.52267676
1381	0.5225147597
1382	0.5223525367
1383	0.5221925134
1384	0.5221695752
1385	0.5220809561
1386	0.5219423379
1387	0.5218405981
1388	0.5217929351
1389	0.5216818979
1390	0.5216337195
1391	0.5215051467
1392	0.5213771369
1393	0.5212952627
1394	0.5211492386
1395	0.521011917
1396	0.5208984681
1397	0.5208102066
1398	0.5207156032
1399	0.5206526263
1400	0.5205564032
1401	0.5204382904
1402	0.5204171245
1403	0.5203613716
1404	0.5202972963
1405	0.5201928607
1406	0.520078208
1407	0.5199331706
1408	0.5198232155
1409	0.519715138
1410	0.5195976036
1411	0.5194672747
1412	0.5193658594
1413	0.5191901085
1414	0.5190643135
1415	0.5189932009
1416	0.5188849556
1417	0.5187669858
1418	0.5186910163
1419	0.5185701616
1420	0.5184521293
1421	0.5184140715
1422	0.5182401086
1423	0.5181678861
1424	0.5181173659
1425	0.5180372144
1426	0.5179544503
1427	0.517800726
1428	0.5176945104
1429	0.5176621509
1430	0.5175223846
1431	0.5173773955
1432	0.5172672753
1433	0.517145391
1434	0.5170681696
1435	0.5170411637
1436	0.5169267976
1437	0.5168002886
1438	0.516777378
1439	0.5166851575
1440	0.5166194862
1441	0.516498966
1442	0.5163873652
1443	0.5162495824
1444	0.5161230461
1445	0.5159912377
1446	0.5159095187
1447	0.5158092822
1448	0.5157353087
1449	0.5155851208
1450	0.5154377977
1451	0.5152995034
1452	0.5152021569
1453	0.5151178744
1454	0.5149960741
1455	0.514889358
1456	0.5147751384
1457	0.51465328
1458	0.5145027021
1459	0.514447941
1460	0.5143223471
1461	0.514272885
1462	0.5142046667
1463	0.5140792937
1464	0.5139523622
1465	0.5138619561
1466	0.5137645038
1467	0.5136376845
1468	0.5135498745
1469	0.5134787046
1470	0.513362926
1471	0.5132266711
1472	0.5131023217
1473	0.5129635272
1474	0.5128346593
1475	0.5126884816
1476	0.512581441
1477	0.5124677484
1478	0.5124021635
1479	0.5123202118
1480	0.5122144429
1481	0.5120907765
1482	0.5120082724
1483	0.5119557757
1484	0.5118820592
1485	0.5117627366
1486	0.5116487216
1487	0.5115299828
1488	0.5114040761
1489	0.5113318872
1490	0.5112386428
1491	0.5111494264
1492	0.5110631243
1493	0.5109745796
1494	0.5108914645
1495	0.5107774348
1496	0.5106093587
1497	0.5104740067
1498	0.5103280007
1499	0.5102144361
1500	0.5101374413
1501	0.5100007307
1502	0.50990098
1503	0.5098022246
1504	0.5096632181
1505	0.5095260925
1506	0.50941447
1507	0.5092531023
1508	0.5091540535
1509	0.5090186783
1510	0.5089086393
1511	0.508772558
1512	0.5086781928
